City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
341,vincennes,48.85,2.4333,12.76,88,Clouds,5.36,FR,1727913947
342,toropets,56.4978,31.6353,8.32,92,Clouds,0.89,RU,1727913948
343,dame-marie,18.5667,-74.4167,27.81,79,Clouds,0.53,HT,1727913949
344,quepos,9.4236,-84.1652,25.92,84,Clouds,0.82,CR,1727913951
345,mount isa,-20.7333,139.5,29.87,17,Clear,4.63,AU,1727913738
346,al ghayzah,16.2079,52.176,25.08,84,Clouds,3.05,YE,1727913953
347,usinsk,65.9939,57.5281,2.22,83,Clouds,6.22,RU,1727913954
348,ambovombe,-25.1667,46.0833,18.18,66,Clouds,5.94,MG,1727913955
349,holdrege,40.4403,-99.3698,26.95,26,Clear,3.6,US,1727913956
350,hamilton,39.1834,-84.5333,17.76,72,Clear,0.89,US,1727913957
351,banda aceh,5.5577,95.3222,25.93,82,Clouds,3.12,ID,1727913958
352,saint-joseph,-21.3667,55.6167,21.21,83,Clouds,2.13,RE,1727913959
353,mendi,-6.1761,143.6513,20.62,63,Clouds,2.02,PG,1727913962
354,novodvinsk,64.4165,40.8122,2.86,83,Clouds,1.93,RU,1727913964
355,paracuru,-3.41,-39.0306,25.49,84,Clear,6.59,BR,1727913965
356,levelland,33.5873,-102.378,26.51,22,Clear,6.03,US,1727913966
357,laojunmiao,39.8333,97.7333,7.11,23,Clouds,0.94,CN,1727913967
358,serdar,38.9764,56.2757,21.46,29,Clouds,1.56,TM,1727913968
359,fuyang,32.9,115.8167,13.97,45,Clear,1.71,CN,1727913969
360,mantua,45.1667,10.7833,16.66,97,Clouds,0.89,IT,1727913971
361,rawah,34.4816,41.9093,23.86,39,Clear,2.74,IQ,1727913972
362,praia da vitoria,38.7333,-27.0667,25.14,83,Clouds,5.73,PT,1727913973
363,bikenibeu village,1.3673,173.1241,31.98,66,Clouds,5.14,KI,1727913974
364,vila do maio,15.1333,-23.2167,26.44,80,Clouds,4.13,CV,1727913976
365,papao,-17.75,-149.55,29.82,76,Rain,3.37,PF,1727913978
366,karratha,-20.7377,116.8463,23.1,50,Clear,5.33,AU,1727913979
367,remire-montjoly,4.9167,-52.2667,28.02,89,Clear,2.57,GF,1727913980
368,st. john's,47.5649,-52.7093,9.98,85,Clouds,8.05,CA,1727913981
369,yigo village,13.5361,144.8886,26.19,88,Clouds,3.6,GU,1727913982
370,tsiombe,-25.3,45.4833,18.66,57,Clouds,5.5,MG,1727913983
371,acajutla,13.5928,-89.8275,25.51,87,Clouds,3.85,SV,1727913984
372,turkestan,43.3333,68.25,17.02,35,Clouds,3.12,KZ,1727913985
373,luwero,0.8492,32.4731,18.75,96,Rain,0.7,UG,1727913986
374,kijang,35.2442,129.2139,17.85,81,Rain,9.44,KR,1727913987
375,siwa oasis,29.2041,25.5195,23.12,54,Clear,3.91,EG,1727913989
376,pont rouge,48.8833,-72.0825,11.81,98,Clouds,2.06,CA,1727913990
377,hafar al-batin,28.4328,45.9708,28.32,21,Clear,5.14,SA,1727913991
378,ta`u,-14.2336,-169.5144,26.47,80,Rain,8.51,AS,1727913992
379,kingscliff,-28.2667,153.5667,21.08,56,Clouds,8.75,AU,1727913993
380,bel ombre,-4.6167,55.4167,25.91,89,Rain,1.03,SC,1727913994
381,lexington,37.9887,-84.4777,18.0,66,Clear,2.06,US,1727913957
382,takoradi,4.8845,-1.7554,24.78,88,Clouds,3.36,GH,1727913996
383,uliastay,47.7417,96.8444,3.81,44,Clouds,1.59,MN,1727913997
384,fort wellington,6.4,-57.6,28.09,76,Clouds,2.28,GY,1727913998
385,coahuayana de hidalgo,18.7,-103.6583,27.26,92,Rain,1.71,MX,1727913999
386,crucecita,-28.95,-58.9833,15.96,44,Clear,3.39,AR,1727914001
387,seydi,39.4816,62.9137,21.75,16,Clouds,6.84,TM,1727914002
388,pakenham,-38.0667,145.4833,20.89,64,Clear,1.48,AU,1727914003
389,nogliki,51.8333,143.1667,11.06,61,Clear,8.42,RU,1727914004
390,flying fish cove,-10.4217,105.6791,24.82,94,Clouds,3.6,CX,1727914005
391,wuzhou,23.4833,111.3167,17.85,56,Clear,1.07,CN,1727914006
392,padangsidempuan,1.3667,99.2667,22.64,97,Clouds,0.81,ID,1727914007
393,palikir - national government center,6.9248,158.1611,28.47,79,Rain,2.06,FM,1727914008
394,puerto armuelles,8.2833,-82.8667,27.27,74,Clouds,1.34,PA,1727914009
395,kibakwe,-6.7167,36.3667,16.58,92,Clouds,1.58,TZ,1727914011
396,qarauyl,48.9451,79.255,6.19,48,Clouds,5.61,KZ,1727914012
397,taiynsha,53.8478,69.7639,2.81,63,Clear,1.58,KZ,1727914013
398,nikolayevsk-on-amure,53.1406,140.73,9.47,52,Clouds,4.0,RU,1727914014
399,san patricio,28.017,-97.5169,28.97,56,Clouds,5.4,US,1727914015
400,acarau,-2.8856,-40.12,25.52,83,Clouds,8.21,BR,1727914016
401,santo antonio do ica,-3.1022,-67.9397,27.38,67,Clouds,1.82,BR,1727914017
402,kosong,38.3788,128.4676,16.66,56,Clouds,4.04,KR,1727914018
403,madera,37.1666,-119.8343,39.37,20,Clear,6.76,US,1727913670
404,puan,35.7281,126.7319,14.94,72,Rain,3.71,KR,1727914020
405,broome,42.2506,-75.833,14.45,84,Clouds,1.34,US,1727914022
406,sechura,-5.5569,-80.8222,19.41,79,Clouds,7.13,PE,1727914023
407,avrig,45.7167,24.3833,7.56,71,Clouds,1.42,RO,1727914024
408,lauro de freitas,-12.8944,-38.3272,23.73,77,Clear,6.28,BR,1727914025
409,contai,21.7786,87.7536,25.78,86,Clouds,2.56,IN,1727914026
410,olyokminsk,60.3736,120.4264,2.12,88,Clouds,6.66,RU,1727914027
411,garoowe,8.4054,48.4845,23.66,69,Clouds,4.49,SO,1727914028
412,lively,46.4334,-81.1498,11.12,67,Clouds,2.41,CA,1727914030
413,bengkulu,-3.8004,102.2655,24.07,86,Clouds,1.95,ID,1727914031
414,impfondo,1.6381,18.0667,21.71,99,Rain,2.48,CG,1727914032
415,beloyarskiy,63.7119,66.6722,2.36,76,Clouds,3.02,RU,1727914033
416,usogorsk,63.4106,48.6872,5.36,88,Clouds,1.24,RU,1727914034
417,sangkhla buri,15.1555,98.4536,22.45,100,Clouds,0.76,TH,1727914035
418,dunedin,-45.8742,170.5036,8.22,99,Rain,3.13,NZ,1727914036
419,phan rang-thap cham,11.5667,108.9833,26.92,82,Rain,1.7,VN,1727914037
420,oravita,45.0325,21.6894,13.15,56,Clouds,4.31,RO,1727914038
421,visby,57.6409,18.296,10.12,71,Clouds,4.63,SE,1727914039
422,alotau,-10.3069,150.4462,24.28,95,Clouds,1.72,PG,1727914041
423,varash,51.3485,25.8497,10.32,77,Clouds,3.29,UA,1727914043
424,forster,-32.1667,152.5167,19.65,56,Clouds,3.15,AU,1727914044
425,thunder bay,48.4001,-89.3168,11.93,61,Clouds,2.69,CA,1727914045
426,edson,53.5835,-116.4356,8.13,63,Clouds,0.31,CA,1727914046
427,kenitra,34.261,-6.5802,22.42,93,Clouds,0.87,MA,1727914047
428,byron bay,-28.65,153.6167,18.5,63,Clouds,5.42,AU,1727914049
429,geneina,13.45,22.45,25.04,60,Clouds,3.06,SD,1727914050
430,salalah,17.0151,54.0924,25.05,83,Clouds,2.57,OM,1727914051
431,aleksandrovsk-sakhalinskiy,50.8975,142.1561,11.28,58,Clear,8.46,RU,1727914052
432,tangalle,6.024,80.7911,25.71,90,Clouds,3.01,LK,1727914053
433,carloforte,39.145,8.3058,20.47,86,Clouds,3.85,IT,1727914054
434,mohr,54.3528,9.7167,10.08,89,Clouds,4.12,DE,1727914055
435,khorugh,37.4897,71.553,5.96,48,Clear,1.27,TJ,1727914057
436,santa cruz,-17.8,-63.1667,29.7,62,Clouds,1.03,BO,1727914058
437,chengde,40.9725,117.9361,9.37,57,Clear,0.76,CN,1727914060
438,inongo,-1.95,18.2667,21.14,99,Rain,1.75,CD,1727914062
439,mhango,-3.2833,32.85,22.13,52,Clouds,4.66,TZ,1727914063
440,pisco,-13.7,-76.2167,17.79,88,Clear,2.06,PE,1727914064
441,urangan,-25.3,152.9,22.03,58,Clouds,7.84,AU,1727914065
442,kyongsong,41.5878,129.6061,14.25,46,Clear,0.17,KP,1727914068
443,bubaque,11.2833,-15.8333,27.29,80,Rain,3.02,GW,1727914069
444,ladovskaya balka,45.6297,41.4023,11.08,82,Clouds,2.34,RU,1727914290
445,lapithos,35.3375,33.1792,23.0,63,Clear,2.0,CY,1727914291
446,biograd na moru,43.9433,15.4519,17.39,91,Rain,5.29,HR,1727914292
447,port saint john's,-31.6229,29.5448,16.22,73,Clouds,1.99,ZA,1727914293
448,ar ruseris,11.8659,34.3869,25.15,77,Clouds,2.48,SD,1727914294
449,thinadhoo,0.5333,72.9333,28.81,72,Clouds,3.54,MV,1727914297
450,mhamid,29.82,-5.72,30.96,25,Clear,2.5,MA,1727914298
451,galesong,-5.3166,119.3661,28.67,64,Clouds,2.74,ID,1727914299
452,goundam,16.4145,-3.6708,34.35,26,Clouds,3.08,ML,1727914302
453,bontang,0.1333,117.5,26.12,83,Rain,1.27,ID,1727914304
454,cambria,35.5641,-121.0808,27.7,38,Clear,4.76,US,1727914305
455,palmer,42.1584,-72.3287,14.18,70,Clouds,0.0,US,1727914306
456,san martin de los andes,-40.1604,-71.3486,-1.79,96,Clouds,2.05,AR,1727914307
457,enewetak,11.3474,162.3373,29.14,75,Clouds,6.74,MH,1727914308
458,camarinas,43.1311,-9.1817,16.07,96,Clouds,2.14,ES,1727914309
459,karamay,45.6004,84.8661,17.93,27,Clouds,5.89,CN,1727914310
460,botelhos,-21.6333,-46.395,23.53,27,Clouds,0.48,BR,1727914312
461,barauli,26.4,84.5833,25.63,80,Clouds,1.19,IN,1727914313
462,cidreira,-30.1811,-50.2056,16.22,73,Clouds,6.81,BR,1727914315
463,walvis bay,-22.9575,14.5053,13.15,89,Clouds,3.96,NA,1727914316
464,mizdah,31.4451,12.9801,24.14,31,Clear,2.55,LY,1727914317
465,charlottetown,46.2352,-63.1267,10.11,93,Clear,1.34,CA,1727914318
466,matoury,4.8483,-52.3317,27.98,89,Clear,2.57,GF,1727914319
467,mitu,1.1983,-70.1733,27.17,70,Rain,1.23,CO,1727914320
468,swift current,50.2834,-107.8014,10.13,43,Clouds,6.53,CA,1727914321
469,winona,43.9666,-91.7668,18.88,30,Clear,0.0,US,1727915615
470,hammerfest,70.6634,23.6821,3.25,75,Clouds,2.06,NO,1727915617
471,villa gesell,-37.2639,-56.973,9.0,72,Clear,6.14,AR,1727915618
472,quchan,37.106,58.5095,17.77,30,Clear,1.52,IR,1727915619
473,misratah,32.3754,15.0925,24.82,63,Clear,5.98,LY,1727915620
474,aras-asan,8.8908,126.3033,28.52,72,Rain,0.11,PH,1727915621
475,sultanpur,26.2667,82.0667,25.24,76,Clouds,1.64,IN,1727915622
476,saint-philippe,-21.3585,55.7679,21.63,82,Clear,1.47,RE,1727915623
477,dongtai,32.8523,120.3095,18.14,59,Clear,5.73,CN,1727915625
478,lamar,33.6668,-95.5836,25.95,51,Clear,3.09,US,1727915626
479,dien bien phu,21.3833,103.0167,23.07,74,Clouds,1.45,VN,1727915627
480,daru,-9.0763,143.2092,27.27,73,Clouds,8.43,PG,1727915628
481,bilaspur,22.0833,82.15,24.3,88,Clouds,1.67,IN,1727915629
482,sindgi,16.9167,76.2333,25.43,80,Clouds,2.76,IN,1727915630
483,kisanga,-7.4362,37.7034,21.99,89,Clouds,1.34,TZ,1727915631
484,las vegas,36.175,-115.1372,39.38,7,Clear,2.06,US,1727915136
485,tulun,54.5611,100.5792,3.47,74,Clouds,0.99,RU,1727915633
486,new norfolk,-42.7826,147.0587,17.62,42,Clear,1.78,AU,1727915635
487,burabay,53.0838,70.3138,1.0,68,Clear,1.42,KZ,1727915636
488,port douglas,-16.4833,145.4667,24.86,65,Clouds,7.67,AU,1727915637
489,tirumullaivasal,11.2333,79.8333,26.99,82,Clouds,5.0,IN,1727915638
490,ribeira brava,32.65,-17.0667,24.35,83,Clear,1.18,PT,1727915640
491,galich,58.3797,42.3475,9.87,75,Clouds,3.01,RU,1727915642
492,shetpe,44.1667,52.1167,17.91,39,Clouds,6.08,KZ,1727915645
493,luanda,-8.8368,13.2343,24.0,78,Rain,2.57,AO,1727915646
494,panaba,21.2833,-88.2667,26.5,81,Clouds,5.34,MX,1727915647
495,troitsk,54.0979,61.5773,3.64,49,Clear,0.37,RU,1727915648
496,tirmiz,37.2242,67.2783,19.05,55,Clear,4.12,UZ,1727915649
497,wenchang,30.904,118.4887,16.73,62,Clouds,2.42,CN,1727915650
498,weihai,37.5017,122.1136,16.54,51,Clear,3.51,CN,1727915652
499,portsmouth,50.799,-1.0913,12.34,69,Clouds,2.24,GB,1727915653
500,ponta delgada,37.7333,-25.6667,24.4,94,Clouds,4.63,PT,1727915654
501,morondava,-20.2833,44.2833,25.3,64,Clear,6.97,MG,1727915655
502,guerrero negro,27.9769,-114.0611,21.26,80,Clear,5.88,MX,1727915656
503,salaya,22.3167,69.6,27.11,81,Clouds,5.58,IN,1727915657
504,turpan,42.9333,89.1667,19.14,25,Clouds,0.54,CN,1727915659
505,pasuquin,18.3328,120.6177,25.97,100,Clouds,3.6,PH,1727915660
506,el calafate,-50.3408,-72.2768,4.21,74,Clouds,3.44,AR,1727915661
507,touros,-5.1989,-35.4608,24.79,80,Clouds,6.22,BR,1727915662
508,rabigh,22.7986,39.0349,28.17,59,Clear,2.03,SA,1727915664
509,al muwayh,22.4333,41.7583,25.05,25,Clear,2.19,SA,1727915665
510,oban,56.4127,-5.4706,7.98,83,Clear,1.73,GB,1727915667
511,zhoushan,30.0108,122.2047,21.88,59,Clouds,9.66,CN,1727915668
512,gamba,-2.65,10.0,23.65,88,Rain,3.47,GA,1727915669
513,sesheke,-17.4759,24.2968,23.21,51,Clouds,6.62,ZM,1727915670
514,esenyurt,41.0333,28.6753,15.51,82,Clear,1.54,TR,1727915671
515,sur,22.5667,59.5289,29.12,61,Clear,2.66,OM,1727915673
516,sokur,55.2093,83.319,3.99,68,Clouds,2.45,RU,1727915674
517,antofagasta,-23.65,-70.4,15.6,84,Clouds,1.44,CL,1727915675
518,pedro juan caballero,-22.5472,-55.7333,24.52,69,Clear,5.56,PY,1727915677
519,ubari,26.5921,12.7805,25.04,27,Clear,2.65,LY,1727915678
520,andrews,32.3187,-102.5457,25.04,39,Clear,3.81,US,1727915679
521,amurzet,47.6967,131.0981,12.94,48,Clear,6.55,RU,1727915680
522,ulaangom,49.9811,92.0667,9.45,55,Clouds,1.61,MN,1727915681
523,nuku'alofa,-21.1333,-175.2,25.19,88,Clouds,5.14,TO,1727915683
524,porto seguro,-16.4497,-39.0647,24.29,83,Clear,3.09,BR,1727915684
525,port antonio,18.18,-76.4612,26.73,86,Clouds,2.35,JM,1727915685
526,kerikeri,-35.2268,173.9474,19.39,61,Clear,3.13,NZ,1727915686
527,agat village,13.3886,144.6585,28.75,89,Mist,4.63,GU,1727915688
528,tromso,69.6496,18.957,5.01,60,Clouds,4.63,NO,1727915689
529,maumere,-8.6199,122.2111,29.38,62,Clear,1.24,ID,1727915690
530,lavrio,37.7145,24.0565,15.53,71,Clear,2.1,GR,1727915691
531,peace river,56.2501,-117.286,4.17,70,Clouds,1.54,CA,1727915693
532,urzhar,47.093,81.6294,12.06,47,Clouds,3.22,KZ,1727915694
533,tolanaro,-25.0319,46.9987,18.04,88,Rain,8.0,MG,1727915695
534,fale old settlement,-9.3852,-171.2468,28.03,76,Rain,6.43,TK,1727915697
535,vangaindrano,-23.35,47.6,19.55,83,Rain,6.46,MG,1727915698
536,gorontalo,0.5412,123.0595,30.89,60,Clouds,1.23,ID,1727915699
537,totoras,-32.5844,-61.1685,12.43,24,Clear,3.71,AR,1727915701
538,juankoski,63.0667,28.35,4.98,95,Clouds,2.08,FI,1727915702
539,sarakhs,36.5449,61.1577,25.85,19,Clear,2.87,IR,1727915703
540,licheng,23.2955,113.8284,21.96,56,Clouds,2.94,CN,1727915704
541,barah,13.7,30.3667,29.87,51,Clouds,3.8,SD,1727915706
542,helsby,53.274,-2.7691,7.97,90,Clouds,3.09,GB,1727915708
543,progreso,21.2833,-89.6667,26.15,85,Rain,2.89,MX,1727915709
544,kavadarci,41.4331,22.0119,12.18,63,Clouds,1.58,MK,1727915710
545,altamont,42.2068,-121.7372,25.55,37,Clear,2.24,US,1727915438
546,uruzgan,32.8333,66.0,16.96,30,Clear,3.26,AF,1727915713
547,massawa,15.6097,39.45,30.61,71,Clear,0.46,ER,1727915714
548,duiwelskloof,-23.6934,30.14,10.99,85,Clouds,3.07,ZA,1727915715
549,lizzano,40.391,17.4476,22.05,77,Clouds,3.86,IT,1727915716
550,baymak,52.5933,58.3225,1.53,58,Clear,3.01,RU,1727915717
551,matai,-8.3,31.5167,16.83,57,Clouds,3.41,TZ,1727915718
552,calca,-13.3333,-71.95,16.64,66,Clouds,3.73,PE,1727915719
553,tarawa,1.419,172.984,32.05,66,Rain,5.14,KI,1727915721
554,sabalgarh,26.25,77.4,24.3,72,Clear,3.84,IN,1727915722
555,reggane,26.7158,0.1714,31.83,17,Clear,5.08,DZ,1727915723
556,wynyard,-41.0,145.7167,15.66,78,Clouds,7.6,AU,1727915724
557,segezha,63.7415,34.3222,6.21,83,Rain,5.83,RU,1727915725
558,mahibadhoo,3.7833,72.9667,28.63,73,Clouds,4.7,MV,1727915726
559,bardai,11.65,7.2333,23.38,68,Clouds,2.62,NG,1727915727
560,kingston,17.997,-76.7936,29.53,79,Clouds,4.12,JM,1727915728
561,halifax,44.6453,-63.5724,14.0,85,Clouds,0.51,CA,1727915430
562,moab,38.5733,-109.5498,32.03,24,Clear,0.3,US,1727915651
563,yonan-up,37.9089,126.1611,14.76,53,Clear,4.14,KP,1727915733
564,itaituba,-4.2761,-55.9836,24.48,84,Clouds,0.8,BR,1727915734
565,severomorsk,69.0689,33.4162,1.14,84,Clouds,2.44,RU,1727915735
566,uaua,-9.8414,-39.4817,23.57,66,Clear,7.85,BR,1727915736
567,arno,60.1167,18.6333,8.59,78,Clear,4.09,SE,1727915737
568,abu jibeha,11.4562,31.2285,23.39,74,Clouds,1.9,SD,1727915739
